## dioPeriod = 1.0
## numSharedSlots = 1
## minRssi = -97
## numMotes = 20
## topPdrThreshold = 1.5
## otfHousekeepingPeriod = 5.0
## noRemoveWorstCell = 0
## simDataDir = simData
## numChans = 16
## slotframeLength = 101
## opportunist = False
## squareSide = 1.0
## combinationKeys = ['numMotes', 'pkPeriod']
## topology = False
## processID = None
## rw = None
## pkPeriodVar = 0.05
## numCyclesPerRun = 20
## bootstrap = False
## startTime = 1490802257.0
## queuing = 0
## pkPeriod = 10.0
## numRuns = 1
## idealAllocation = False
## slotDuration = 0.01
## noTopHousekeeping = 0
## numPacketsBurst = None
## otfThreshold = 0
## noInterference = 0
## burstTime = 20.0
## gui = False
## topHousekeepingPeriod = 1.0


# appGenerated appReachesDagroot appRelayed aveHops aveLatency aveQueueDelay chargeConsumed collidedAnswers collidedControls collidedRequests collidedTxs controlPacketsReceived controlPacketsSent cycle droppedAppFailedEnqueueControl droppedAppFailedEnqueueData droppedMacRetries droppedNoRoute droppedNoTxCells droppedQueueFull effectiveCollidedControls effectiveCollidedTxs numRxCells numTx numTxCells openSlotCollision otfAdd otfRemove probableCollisions rplChurnParentSet rplChurnPrefParent rplChurnRank rplRxDIO rplTxDIO runNum scheduleCollisions topRxRelocatedCells topTxRelocatedBundles topTxRelocatedCells transactionAborted txQueueFill
             0                 0          0       0          0             0              0               0                0                0           0                      0                  0     0                              0                           0                 0              0                0                0                         0                    0          0     0          0                 0      0         0                  0                 0                  0            0        0        0      0                  0                   0                     0                   0                  0           0
             1                 1          0   1.000     63.000        63.000       1076.520               0                0                0           0                      0                  0     1                              0                           0                 0              0                0                0                         0                    0         19     1         19                 0     20         0                  0                40                 19            1      148       20      0                  0                   0                     0                   0                  0           0
             2                 0          1       0          0        27.000       2153.040               0                0                0           0                      0                  0     2                              0                           0                 0              0                0                0                         0                    0         19     2         19                 0     21         0                  0                 0                 28            1      148       20      0                  0                   0                     0                   0                  0           2
             5                 3          0   1.333     52.333       130.000       3463.800               0                0                0           0                      0                  0     3                              0                           0                 0              0                0                0                         0                    0         19     5         19                 0     21         0                  0                 0                 28            1      148       20      0                  0                   0                     0                   0                  0           4
             3                 3          1   1.000    110.667       431.000       4891.680               0                0                0           0                      0                  0     4                              0                           0                 0              0                0                0                         0                    0         19     9         19                 0     21         0                  0                 8                 29            7      148       20      0                  0                   0                     0                   0                  0           4
             2                 5          1   1.400     71.200       257.000       6618.620               0                0                0           0                      0                  0     5                              0                           0                 0              0                0                0                         0                    0         19    16         19                 0     26         0                  0                 7                 29           10      148       20      0                  0                   0                     0                   0                  0           1
             0                 1          1   2.000    204.000       204.000       7812.260               0                0                0           0                      0                  0     6                              0                           0                 0              0                0                0                         0                    0         19    18         19                 0     26         0                  0                 9                 29            9      148       20      0                  0                   0                     0                   0                  0           0
             1                 0          0       0          0             0       8836.480               0                0                0           0                      0                  0     7                              0                           0                 0              0                0                0                         0                    0         19    19         19                 0     31         0                  0                 2                 29            4      148       20      0                  0                   0                     0                   0                  0           1
             2                 1          1   1.000     17.000       122.000      10094.940               0                0                0           0                      0                  0     8                              0                           0                 0              0                0                0                         0                    0         19    22         19                 0     33         0                  0                 0                 29            1      148       20      0                  0                   0                     0                   0                  0           2
             1                 1          1   2.000    130.000        33.000      11353.400               0                0                0           0                      0                  0     9                              0                           0                 0              0                0                0                         0                    0         19    25         19                 0     33         0                  0                 0                 29            3      148       20      0                  0                   0                     0                   0                  0           2
             1                 1          1   2.000     66.000        83.000      12611.860               0                0                0           0                      0                  0    10                              0                           0                 0              0                0                0                         0                    0         19    28         19                 0     34         0                  0                 1                 22            6      148       20      0                  0                   0                     0                   0                  0           2
             2                 3          1   1.333     79.000       571.000      14261.140               0                0                0           0                      0                  0    11                              0                           0                 0              0                0                0                         0                    0         28    29         28                 0     34         0                  0                 1                 22            4      147       20      0                  0                   0                     0                   0                 10           1
             3                 1          1   2.000    424.000        76.000      15741.000               0                0                0           0                      0                  0    12                              0                           0                 0              0                0                0                         0                    0         28    32         28                 0     24         0                  0                 1                 22            7      148       20      0                  0                   0                     0                   0                  0           3
             5                 4          2   1.250     64.750       290.000      17624.520               0                0                0           0                      0                  0    13                              0                           0                 0              0                0                0                         0                    0         28    38         28                 0     24         0                  0                 1                 22            6      148       20      0                  0                   0                     0                   0                  0           4
             2                 2          1   1.500    128.500       251.000      19246.100               0                0                0           0                      0                  0    14                              0                           0                 0              0                0                0                         0                    0         29    42         29                 0     23         0                  0                 3                 22            9      148       20      0                  0                   0                     0                   0                  1           4
             2                 4          2   1.750    133.750       532.000      21268.240               0                0                0           0                      0                  0    15                              0                           0                 0              0                0                0                         0                    0         31    49         31                 0     23         0                  0                 4                 22           10      148       20      0                  0                   0                     0                   0                  2           2
